thick	0.303990929705
elk	0.307845804989
back	0.312993197279
tim	0.315986394558
in	0.322993197279
grey	0.323990929705
gabe	0.328004535147
air	0.331995464853
eye	0.339002267574
black	0.348979591837
with	0.35
blue	0.351995464853
egg	0.351995464853
more	0.358979591837
bears	0.359002267574
goats	0.361995464853
red	0.362993197279
lloyd	0.363990929705
men	0.364988662132
eight	0.365986394558
young	0.36798185941
kate	0.370997732426
eel	0.371995464853
fit	0.37201814059
sell	0.372993197279
two	0.375011337868
days	0.377006802721
when	0.38
dripped	0.380997732426
tongue	0.380997732426
food	0.381995464853
deer	0.382993197279
green	0.384920634921
tom	0.388979591837
for	0.390997732426
love	0.390997732426
slim	0.390997732426
says	0.393990929705
all	0.395011337868
brave	0.396984126984
through	0.398979591837
rare	0.4
work	0.4
john	0.400997732426
phone	0.402811791383
from	0.402993197279
rugs	0.402993197279
jill	0.403990929705
pale	0.405986394558
by	0.406984126984
oil	0.407006802721
weak	0.40798185941
jade	0.408004535147
ten	0.408004535147
made	0.409002267574
bags	0.41
neil	0.410997732426
long	0.411995464853
pots	0.412993197279
gwen	0.413990929705
plain	0.414988662132
well	0.415691609977
sheep	0.416009070295
lured	0.418004535147
ross	0.418004535147
brown	0.418979591837
near	0.419954648526
wore	0.420022675737
few	0.421020408163
plant	0.421995464853
fat	0.427006802721
keith	0.427006802721
sent	0.428004535147
chewed	0.433990929705
lynn	0.433990929705
rust	0.433990929705
short	0.438004535147
mink	0.438979591837
trees	0.439501133787
corn	0.44
paige	0.44
clear	0.440997732426
hushed	0.441836734694
washed	0.442993197279
four	0.443015873016
fool	0.443990929705
pools	0.444988662132
juice	0.446009070295
pea	0.447006802721
some	0.447006802721
filled	0.44798185941
thin	0.44798185941
bland	0.449002267574
sharp	0.456984126984
damp	0.458979591837
fly	0.46
tops	0.46
shy	0.461995464853
learn	0.462993197279
mauve	0.463990929705
rice	0.465011337868
proud	0.46798185941
hands	0.468004535147
rings	0.468004535147
bold	0.468979591837
are	0.47
boils	0.47
glass	0.47
marks	0.47
fear	0.47201814059
coats	0.473990929705
climb	0.474013605442
ruby	0.47798185941
drained	0.479002267574
gold	0.48
twice	0.480022675737
nine	0.481995464853
judged	0.482993197279
loud	0.483990929705
which	0.484988662132
cream	0.486009070295
lime	0.486984126984
stout	0.487006802721
spring	0.489002267574
spain	0.49201814059
lukes	0.492993197279
rocks	0.492993197279
squeal	0.495011337868
strike	0.495986394558
three	0.496009070295
bikes	0.501995464853
march	0.503990929705
pumps	0.504988662132
fish	0.505986394558
nails	0.506984126984
five	0.507006802721
cups	0.51
soft	0.510022675737
sighs	0.510997732426
ease	0.512993197279
links	0.514988662132
sleeps	0.514988662132
miles	0.515011337868
planes	0.515011337868
beige	0.516009070295
dry	0.516009070295
hams	0.517006802721
curved	0.518979591837
once	0.519002267574
moist	0.520997732426
wild	0.520997732426
twelve	0.523990929705
since	0.525011337868
roofs	0.529002267574
fields	0.530997732426
square	0.530997732426
needs	0.53798185941
hooks	0.539977324263
grace	0.540997732426
walk	0.540997732426
past	0.54201814059
waste	0.542993197279
shorts	0.544988662132
toads	0.545011337868
white	0.546009070295
most	0.55
steep	0.550997732426
looked	0.551995464853
shoals	0.555011337868
sacks	0.556009070295
geese	0.56
first	0.562993197279
shirts	0.562993197279
socks	0.564013605442
space	0.565986394558
shoots	0.566009070295
ducts	0.568004535147
france	0.570566893424
string	0.580997732426
six	0.582993197279
wasps	0.583990929705
voice	0.58798185941
queens	0.588004535147
strained	0.588004535147
stains	0.590997732426
frogs	0.595986394558
crawls	0.596984126984
clicks	0.600997732426
schools	0.601995464853
stones	0.604988662132
shields	0.609002267574
grapes	0.612993197279
large	0.623990929705
snails	0.632993197279
clothes	0.670997732426
last	0.672993197279
wives	0.681995464853
